baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
12293.71	-1.55	0.61	-2.55	0.0109	0.0288	FKBP8
5369.89	0.68	0.27	2.55	0.0109	0.0289	TRIM22
92.6	1.33	0.52	2.55	0.0109	0.0289	HIST1H2AB
240.67	1.71	0.67	2.54	0.0109	0.0289	RNY3P1
1461.23	1.11	0.44	2.54	0.011	0.0289	RABGGTB
320.53	1.26	0.49	2.54	0.0111	0.0293	RNVU1-15
2415.04	0.78	0.31	2.54	0.0111	0.0294	ARPP19
4708.37	-1.91	0.75	-2.53	0.0112	0.0296	TRIM58
4128.42	-0.62	0.25	-2.53	0.0113	0.0298	PICALM
2629.66	1.36	0.54	2.53	0.0115	0.0302	CD68
10801.54	0.71	0.28	2.53	0.0115	0.0302	SCARNA13
328.69	-1.88	0.74	-2.53	0.0115	0.0303	EXTL3
791.91	1.45	0.58	2.53	0.0115	0.0303	SSBP1
2563.87	0.59	0.23	2.52	0.0117	0.0308	KPNB1
756.72	1.12	0.45	2.52	0.0118	0.0309	RF00599
2420.2	-0.58	0.23	-2.52	0.0118	0.031	ETF1
2152.38	1.07	0.43	2.52	0.0118	0.0311	KLF9
2464.38	-1.81	0.72	-2.52	0.0119	0.0311	BLVRB
7000.47	-1.06	0.42	-2.52	0.0119	0.0311	FCGR2A
1277.85	1.13	0.45	2.52	0.0119	0.0311	NOP58
249.4	1.2	0.48	2.52	0.0119	0.0311	MFF
4680.83	-0.55	0.22	-2.51	0.0119	0.0312	TMEM154
2377.63	0.65	0.26	2.51	0.0119	0.0312	UGGT1
5701.49	0.79	0.31	2.51	0.012	0.0314	FGL2
687.71	0.91	0.36	2.51	0.012	0.0314	ATP6V1F
118.32	1.56	0.62	2.51	0.0121	0.0315	SNORA44
2468.55	0.75	0.3	2.51	0.0121	0.0315	PAIP2
775.52	1.03	0.41	2.51	0.0121	0.0316	SNORA71D
102.23	1.57	0.63	2.51	0.0121	0.0316	SNORA14A
2508.99	0.84	0.34	2.51	0.0121	0.0317	CTSZ
4797.7	-0.55	0.22	-2.51	0.0122	0.0317	MYO9B
1218.68	0.86	0.34	2.5	0.0123	0.032	SNHG7
2446.51	0.99	0.4	2.5	0.0123	0.0321	GSN
2612.8	0.62	0.25	2.5	0.0123	0.0321	MAPRE1
5576.83	-0.85	0.34	-2.5	0.0124	0.0322	MKNK2
492.61	1.22	0.49	2.5	0.0124	0.0322	SSB
567.74	1.52	0.61	2.5	0.0124	0.0322	IGHV3-23
2482.39	-0.83	0.33	-2.5	0.0124	0.0323	GNB2
9052.84	0.44	0.18	2.5	0.0125	0.0325	DOCK2
1537.83	1.12	0.45	2.5	0.0126	0.0326	SNORA18
49738.12	0.92	0.37	2.5	0.0126	0.0327	MT-CO1
1117.23	0.81	0.33	2.49	0.0126	0.0327	LRRC59
1257.75	0.65	0.26	2.49	0.0126	0.0328	MBD2
464.52	0.89	0.36	2.49	0.0127	0.0328	ARPC1A
1380.88	0.68	0.27	2.49	0.0127	0.0328	SMG5
995.78	0.79	0.32	2.49	0.0127	0.0329	CEBPZ
193.32	1.39	0.56	2.49	0.0127	0.0329	HIST1H3I
1433.06	1.04	0.42	2.49	0.0128	0.0332	RNF114
632.84	0.96	0.38	2.49	0.0128	0.0332	ILF3-DT
966.63	0.99	0.4	2.49	0.0128	0.0332	ETNK1
1400.68	1.09	0.44	2.49	0.0129	0.0334	LTB
229.91	1.48	0.6	2.49	0.0129	0.0335	RNVU1-6
289.57	0.88	0.36	2.48	0.0131	0.0337	CDC26
1588.15	0.85	0.34	2.48	0.0131	0.0338	RUNX3
1589.92	0.93	0.37	2.48	0.0132	0.0339	PTGER4
413.69	1.1	0.44	2.48	0.0132	0.034	NOL7
17.03	-1.65	0.67	-2.48	0.0133	0.0342	SCARNA23
1504.3	0.84	0.34	2.48	0.0133	0.0342	JTB
1759.7	0.73	0.29	2.47	0.0133	0.0343	ZDHHC7
1552.77	0.8	0.32	2.47	0.0133	0.0343	SELENOT
351.21	0.89	0.36	2.47	0.0133	0.0343	PSMA3
1871.77	1.03	0.42	2.47	0.0134	0.0343	HMGB2
2642.77	0.7	0.28	2.47	0.0134	0.0343	UHMK1
2133.15	1.2	0.49	2.47	0.0134	0.0345	SLC40A1
799.45	0.72	0.29	2.47	0.0136	0.035	GALNT1
3778.97	-0.65	0.26	-2.47	0.0137	0.035	ZNFX1
3966.95	-0.74	0.3	-2.47	0.0137	0.0351	ARRB2
388.37	1.31	0.53	2.47	0.0137	0.0351	SNORD67
3839.81	-0.75	0.3	-2.46	0.0137	0.0351	DENND5A
6506.03	0.55	0.22	2.46	0.0138	0.0353	NIN
1600.93	0.71	0.29	2.46	0.0138	0.0353	FOXN2
2349.1	0.83	0.34	2.46	0.0139	0.0355	CRKL
2625.01	0.67	0.27	2.46	0.0139	0.0356	FNBP1
3495.66	0.98	0.4	2.46	0.0139	0.0357	SNORA24
3669.33	0.57	0.23	2.46	0.014	0.0357	KDM5A
1190.28	0.83	0.34	2.46	0.014	0.0357	SNORA70
2167.36	0.69	0.28	2.45	0.0141	0.036	ARAP2
631.43	0.81	0.33	2.45	0.0141	0.0361	MIA3
950.75	0.73	0.3	2.45	0.0142	0.0361	WDR45B
87281.85	0.52	0.21	2.45	0.0142	0.0363	HLA-B
1034.33	0.78	0.32	2.45	0.0143	0.0364	NADSYN1
4624.79	0.62	0.25	2.45	0.0143	0.0364	ARHGEF1
319.18	-1.18	0.48	-2.45	0.0143	0.0364	PRDX3P1
1307.28	0.87	0.36	2.45	0.0144	0.0365	ZRANB2
3433.8	0.89	0.37	2.45	0.0144	0.0366	SH3BGRL
6954.83	0.75	0.31	2.45	0.0145	0.0368	IFI30
485.11	1.05	0.43	2.44	0.0145	0.0368	UTP18
319.99	1.02	0.42	2.44	0.0145	0.0368	RNF113A
5942.99	0.75	0.31	2.44	0.0145	0.0369	CYBA
1216.01	0.79	0.32	2.44	0.0146	0.037	CS
953.78	0.75	0.31	2.44	0.0146	0.037	E2F4
482.82	0.87	0.36	2.44	0.0146	0.037	PRPF18
1433.49	0.73	0.3	2.44	0.0146	0.0371	PRKCSH
1506.14	1.15	0.47	2.44	0.0147	0.0371	CDKN1A
1232.09	-1	0.41	-2.44	0.0147	0.0372	UNC119
195.53	1.08	0.44	2.44	0.0147	0.0373	SS18L2
410.67	1.41	0.58	2.44	0.0147	0.0373	CSKMT
10884.78	0.77	0.32	2.44	0.0148	0.0373	OGT
3810.73	0.7	0.29	2.44	0.0148	0.0374	BTAF1
1165.35	-1.01	0.41	-2.44	0.0148	0.0374	DDIT3
1294.56	1.46	0.6	2.44	0.0149	0.0375	CD79B
365.5	1.14	0.47	2.43	0.0149	0.0376	CCNB1IP1
1353.12	0.92	0.38	2.43	0.0151	0.038	WHAMMP3
745.12	1.91	0.79	2.43	0.0151	0.0382	COG3
2116.79	-1.43	0.59	-2.43	0.0152	0.0382	ARID4B
5346.39	-1.26	0.52	-2.43	0.0152	0.0383	R3HDM4
158	1.09	0.45	2.43	0.0153	0.0384	MRPS36
3814.4	-0.66	0.27	-2.42	0.0153	0.0385	MOB3A
1107.7	0.88	0.36	2.42	0.0153	0.0386	SSR1
1134.68	0.95	0.39	2.42	0.0153	0.0386	GDI1
26.32	1.51	0.62	2.42	0.0154	0.0388	MIR3648-1
26.32	1.51	0.62	2.42	0.0154	0.0388	MIR3648-2
1287.57	0.93	0.39	2.42	0.0157	0.0393	NPC2
17466.23	0.93	0.38	2.42	0.0157	0.0394	HLA-DRA
40244.87	0.63	0.26	2.41	0.0158	0.0397	HLA-A
933.54	1	0.42	2.41	0.0159	0.0398	SRP72
351.45	1.09	0.45	2.41	0.0159	0.0399	HIST1H4F
1498.62	0.93	0.39	2.41	0.016	0.0401	CASP1
524.06	1.06	0.44	2.41	0.0161	0.0403	CSE1L
482.6	1.05	0.44	2.41	0.0162	0.0404	OCIAD1
180.54	1.18	0.49	2.4	0.0162	0.0404	MCTS1
1230.02	0.8	0.33	2.4	0.0162	0.0405	LRRC58
1959.91	0.93	0.39	2.4	0.0163	0.0406	DDB1
2407.82	0.8	0.33	2.4	0.0163	0.0406	LY75
1092.81	0.65	0.27	2.4	0.0164	0.0408	AKT1
741.98	0.83	0.34	2.4	0.0165	0.041	TNFSF10
3201.86	-0.69	0.29	-2.4	0.0165	0.041	SUSD6
265.56	1.03	0.43	2.4	0.0165	0.0411	SURF1
758.41	-1.16	0.48	-2.39	0.0166	0.0414	METTL21A
627.59	0.89	0.37	2.39	0.0167	0.0414	RTRAF
2956.77	0.76	0.32	2.39	0.0167	0.0415	EZR
4593.04	-1.21	0.51	-2.39	0.0168	0.0418	TRIB1
808.7	0.82	0.34	2.39	0.0169	0.0419	TADA3
391.04	0.88	0.37	2.39	0.017	0.0421	PPID
1233.81	0.99	0.41	2.39	0.017	0.0422	SNHG3
3428.14	0.84	0.35	2.39	0.017	0.0422	IKZF3
4319.09	0.91	0.38	2.39	0.017	0.0422	EIF2S3
1575.57	0.59	0.25	2.38	0.0171	0.0424	RBM8A
74.42	-1.48	0.62	-2.38	0.0173	0.0427	AC027644.2
2203.91	0.74	0.31	2.38	0.0173	0.0428	ATP2B4
504.63	1.32	0.56	2.38	0.0174	0.043	AKT3
2209.12	0.69	0.29	2.38	0.0175	0.0432	RPS6KA3
73.3	1.31	0.55	2.37	0.0176	0.0435	SNORA78
480.66	1.02	0.43	2.37	0.0177	0.0437	PRDX3
1207.92	0.96	0.41	2.37	0.0179	0.044	DCAF16
7443.03	0.47	0.2	2.37	0.0179	0.0441	BIRC6
1917.53	0.69	0.29	2.37	0.018	0.0443	PABPN1
1661.32	0.73	0.31	2.36	0.018	0.0444	ZDHHC20
413.77	1.05	0.44	2.36	0.0181	0.0444	CIAO2A
5635.29	0.53	0.22	2.36	0.0181	0.0446	ERBIN
824.43	0.85	0.36	2.36	0.0182	0.0446	BECN1
887.91	0.85	0.36	2.36	0.0183	0.045	ACTR1A
436.96	0.93	0.39	2.36	0.0184	0.0451	PMF1
16183.07	0.64	0.27	2.36	0.0185	0.0453	ITGB2
4207.59	0.86	0.36	2.36	0.0185	0.0453	PLEC
25.94	1.38	0.59	2.36	0.0185	0.0454	AP003392.2
505.33	1.13	0.48	2.35	0.0185	0.0454	RNF126
6538.43	-1.28	0.54	-2.35	0.0186	0.0455	TREM1
3675.35	0.78	0.33	2.35	0.0186	0.0456	ARHGAP4
1839.82	-0.69	0.29	-2.35	0.0187	0.0458	FAM8A1
5204.31	0.89	0.38	2.35	0.0188	0.0459	SH3BGRL3
15742.59	0.85	0.36	2.35	0.0188	0.046	TAGLN2
1536.68	0.7	0.3	2.35	0.0189	0.0462	RSL24D1
1811.98	0.57	0.24	2.35	0.0189	0.0462	TNKS2
1547.45	0.81	0.34	2.35	0.019	0.0464	CREBZF
2325.42	0.77	0.33	2.34	0.0191	0.0466	YY1
2478.44	-1.06	0.45	-2.34	0.0192	0.0469	CCNDBP1
1117.85	0.62	0.26	2.34	0.0194	0.0473	HERPUD2
1616.24	0.89	0.38	2.34	0.0195	0.0474	TIMP1
414.15	0.82	0.35	2.34	0.0195	0.0474	PTPN2
777.76	0.8	0.34	2.34	0.0195	0.0474	ACBD3
8778.61	0.86	0.37	2.33	0.0196	0.0477	SERF2
12781.64	0.83	0.35	2.33	0.0196	0.0478	MYL6
170.21	1.27	0.55	2.33	0.0197	0.048	CNIH1
4787.26	0.73	0.31	2.33	0.0198	0.048	PBXIP1
2664.35	0.7	0.3	2.33	0.0198	0.048	DYNC1H1
35.13	1.77	0.76	2.33	0.0198	0.0482	SNORD116-3
35.13	1.77	0.76	2.33	0.0198	0.0482	SNORD116-9
5546.88	-0.86	0.37	-2.33	0.0199	0.0483	CR1
3583.7	1.21	0.52	2.33	0.02	0.0484	PLBD1
1047.52	1.64	0.71	2.33	0.02	0.0484	CLC
10438.23	0.6	0.26	2.33	0.02	0.0485	TPM3
6613.55	-1.68	0.72	-2.32	0.0201	0.0486	BSG
257.51	1.41	0.61	2.32	0.0202	0.0487	SNORA74D
2710.94	0.79	0.34	2.32	0.0203	0.049	PNN
1295.43	0.99	0.43	2.32	0.0204	0.0492	SERBP1
5013.29	-0.85	0.37	-2.32	0.0204	0.0492	SLC6A6
345.9	1.22	0.52	2.32	0.0204	0.0493	CRIP1
660.36	1.35	0.58	2.32	0.0205	0.0494	EXOSC10
2294.47	-0.68	0.3	-2.32	0.0205	0.0495	GABARAPL1
1299.13	0.74	0.32	2.32	0.0205	0.0495	KIAA0040
197.82	1.35	0.59	2.31	0.0208	0.05	SNORA4
2469.72	-0.82	0.36	-2.31	0.0208	0.0501	FAM49B
2943.76	-0.66	0.28	-2.31	0.0209	0.0503	MAPKAPK2
515.48	1.05	0.46	2.31	0.021	0.0504	GLRX
514.69	0.73	0.32	2.31	0.021	0.0505	CLTB
2275.67	-1.2	0.52	-2.31	0.0211	0.0506	RRP12
9671.8	-0.73	0.32	-2.31	0.0211	0.0507	LRRK2
622.86	1.07	0.47	2.3	0.0212	0.0508	SNU13
270.31	1.35	0.58	2.3	0.0214	0.0512	AC007068.1
1013.43	0.62	0.27	2.3	0.0215	0.0514	PSMB3
739.53	1.12	0.49	2.3	0.0216	0.0517	SBDSP1
24462.04	0.7	0.3	2.3	0.0216	0.0518	CTSS
1836.98	0.57	0.25	2.3	0.0217	0.0518	SLK
2402.27	0.63	0.27	2.3	0.0217	0.0518	PIKFYVE
1681.35	-0.76	0.33	-2.3	0.0217	0.0518	PILRA
5543.49	-0.89	0.39	-2.29	0.0218	0.0522	NCF1
559.71	0.76	0.33	2.29	0.0218	0.0522	DRAP1
528.64	1.16	0.51	2.29	0.0219	0.0523	UFC1
334.01	1.13	0.49	2.29	0.022	0.0524	CYTOR
313.71	0.97	0.42	2.29	0.022	0.0524	C5orf15
6305.97	0.6	0.26	2.29	0.0221	0.0527	RHOA
2774.64	-1.28	0.56	-2.29	0.0222	0.0527	BASP1
592.74	0.83	0.36	2.29	0.0222	0.0527	EDEM2
5985.71	0.67	0.29	2.29	0.0222	0.0528	RSRP1
909.18	1.46	0.64	2.29	0.0223	0.053	CCT4
1933.6	0.7	0.3	2.28	0.0223	0.053	MEX3C
2937.73	0.64	0.28	2.28	0.0224	0.0532	FOXN3
418.52	1.11	0.49	2.28	0.0225	0.0534	RF00322
1169.29	1.03	0.45	2.28	0.0225	0.0535	RHOH
3057.91	0.8	0.35	2.28	0.0226	0.0536	SRSF10
3148.34	0.72	0.32	2.28	0.0226	0.0536	N4BP2L2
31158.66	0.65	0.28	2.28	0.0227	0.0538	MYH9
6317.63	0.87	0.38	2.28	0.0227	0.0539	HLA-DPA1
5422.38	-0.52	0.23	-2.27	0.0229	0.0543	BOD1L1
1732.12	0.58	0.25	2.27	0.023	0.0543	EAF1
518.59	-1.37	0.6	-2.27	0.023	0.0544	ADAMTSL4-AS1
3417.74	0.56	0.25	2.27	0.0234	0.0554	DIAPH1
236.53	1.21	0.53	2.27	0.0235	0.0554	HIST1H2BO
957.66	0.97	0.43	2.27	0.0235	0.0554	PPP2R1A
2078.52	0.62	0.27	2.27	0.0235	0.0555	SMARCA5
566.77	0.96	0.43	2.26	0.0236	0.0555	SNORA50C
136.35	1.17	0.52	2.26	0.0236	0.0555	HIST1H2BB
1024	0.82	0.36	2.26	0.0236	0.0556	AGTRAP
202.75	1.33	0.59	2.26	0.0236	0.0556	AC008993.1
1206.6	0.67	0.3	2.26	0.0236	0.0556	ZC3H15
115.17	1.12	0.5	2.26	0.0236	0.0556	HIST1H4A
1055.19	-0.79	0.35	-2.26	0.0239	0.0562	TAF10
156.52	1.05	0.47	2.26	0.0241	0.0566	AL445363.3
1309.48	0.97	0.43	2.25	0.0241	0.0567	OXA1L
1419.94	-0.86	0.38	-2.25	0.0243	0.0569	UBAP1
1338.59	0.8	0.36	2.25	0.0243	0.0569	WDFY1
1913.92	0.71	0.31	2.25	0.0243	0.0569	ALKBH5
421.59	0.98	0.43	2.25	0.0243	0.0569	PPHLN1
6712.28	-0.78	0.35	-2.25	0.0245	0.0574	CSRNP1
920.49	0.61	0.27	2.25	0.0246	0.0576	TMEM33
1798.27	0.46	0.2	2.25	0.0247	0.0577	TM9SF3
1051.94	0.8	0.36	2.25	0.0247	0.0578	BSDC1
3798.71	-1.06	0.47	-2.25	0.0247	0.0579	MMP25
350.63	-1.11	0.49	-2.25	0.0247	0.0579	PCIF1
2809.9	0.68	0.3	2.24	0.0248	0.0579	NCOA3
2502.64	0.62	0.28	2.24	0.0248	0.0579	CNPY3
442.14	1.21	0.54	2.24	0.025	0.0583	NIPSNAP2
3011.83	0.56	0.25	2.24	0.025	0.0585	SERINC3
102.05	1.39	0.62	2.24	0.0251	0.0586	TSPAN32
1980.39	0.7	0.31	2.24	0.0251	0.0586	ENSA
216.38	1.64	0.73	2.24	0.0252	0.0588	EPB41L4A-AS1
747.81	0.82	0.36	2.24	0.0252	0.0588	YTHDF1
5359.71	-0.73	0.33	-2.24	0.0254	0.0591	LRP10
1709.6	-0.82	0.37	-2.23	0.0255	0.0592	CARD19
976.16	0.93	0.41	2.23	0.0255	0.0594	HIST4H4
472.46	0.96	0.43	2.23	0.0256	0.0594	NDUFB4
2144.25	0.51	0.23	2.23	0.0259	0.0603	ARFGEF1
670.65	1.03	0.46	2.23	0.0261	0.0605	TTI2
936.62	0.6	0.27	2.22	0.0261	0.0606	AATF
4114.43	-0.89	0.4	-2.22	0.0264	0.0613	ATG16L2
1318.93	0.53	0.24	2.22	0.0264	0.0613	CHPF2
3491.06	-0.95	0.43	-2.22	0.0265	0.0614	ECE1
1435.29	1.07	0.48	2.22	0.0266	0.0617	TXNDC5
1632.22	-1.17	0.53	-2.22	0.0266	0.0617	FCAR
1512.94	0.67	0.3	2.21	0.0269	0.0623	ACIN1
751.54	0.86	0.39	2.21	0.027	0.0625	GTF2B
985	-1.45	0.66	-2.21	0.0271	0.0626	AC084871.1
379.09	1.23	0.56	2.21	0.0274	0.0633	TAF9
400.2	1.17	0.53	2.2	0.0275	0.0634	PSMA4
346.78	0.95	0.43	2.2	0.0275	0.0635	NDUFA2
1224.76	0.72	0.33	2.2	0.0275	0.0635	VHL
1854.38	0.54	0.24	2.2	0.0277	0.0638	PPP6R3
1456.37	1.03	0.47	2.2	0.0277	0.0639	FGD2
694.33	0.79	0.36	2.2	0.0278	0.064	B3GNT2
3707.87	1.19	0.54	2.2	0.0278	0.064	RSU1
477.36	-1.46	0.67	-2.2	0.028	0.0645	TANGO2
1725.75	0.98	0.45	2.19	0.0283	0.0651	AP1S2
4325.74	0.63	0.29	2.19	0.0285	0.0654	TGFBR2
876.96	0.71	0.32	2.19	0.0285	0.0655	SF3B5
377.56	1.3	0.59	2.19	0.0286	0.0658	MEMO1
7194.33	-2.14	0.98	-2.19	0.0287	0.0659	GYPC
2171.75	0.8	0.36	2.19	0.0287	0.0659	SBDS
4802.03	-0.49	0.22	-2.18	0.0289	0.0663	EP300
3797.7	-0.97	0.45	-2.18	0.029	0.0665	PPM1A
313.91	1	0.46	2.18	0.029	0.0665	POLR2K
1872.69	-0.69	0.32	-2.18	0.029	0.0665	PCBP1
5184.66	0.5	0.23	2.18	0.0292	0.0668	ACTR2
8677.16	1.26	0.58	2.18	0.0292	0.0668	GPX1
6588.98	0.64	0.29	2.18	0.0292	0.0669	MATR3
2331.39	0.74	0.34	2.18	0.0294	0.0672	CELF1
4640.81	0.55	0.25	2.18	0.0296	0.0676	ARPC3
35.89	1.72	0.79	2.18	0.0296	0.0676	SNORD116-8
1823.98	-0.67	0.31	-2.17	0.0297	0.0677	USP3
3363	0.52	0.24	2.17	0.0297	0.0677	MED13
1513.01	-0.74	0.34	-2.17	0.0298	0.0679	RAB1A
5460.09	0.66	0.3	2.17	0.0299	0.0681	MAP3K1
2271.56	0.6	0.28	2.17	0.0301	0.0685	ZFP91
6166.81	-0.75	0.34	-2.17	0.0301	0.0686	IVNS1ABP
29501.34	0.76	0.35	2.16	0.0305	0.0693	TPT1
2335.85	0.79	0.37	2.16	0.0305	0.0693	PPT1
79.2	1.32	0.61	2.16	0.0309	0.0701	SNORA11F
1120.41	0.62	0.29	2.16	0.0311	0.0706	ERO1A
1032.26	-0.82	0.38	-2.15	0.0312	0.0706	AL671277.1
3294.87	0.73	0.34	2.15	0.0312	0.0706	PGD
1851.96	0.54	0.25	2.15	0.0312	0.0707	CSNK1G2
1694.67	0.76	0.35	2.15	0.0312	0.0707	NAP1L4
1158.12	0.72	0.33	2.15	0.0313	0.0708	PSMD4
7597.19	-0.51	0.24	-2.15	0.0313	0.0709	CHD2
4308.04	0.57	0.26	2.15	0.0313	0.0709	SLC25A3
2481.63	0.71	0.33	2.15	0.0315	0.0713	SERP1
216.43	1.06	0.49	2.15	0.0316	0.0715	MITD1
326.66	1.04	0.48	2.15	0.0317	0.0715	YIF1B
1762.07	0.54	0.25	2.15	0.0317	0.0717	SEL1L
1588.74	-0.91	0.42	-2.15	0.0318	0.0718	TLR1
142.89	1.23	0.57	2.15	0.0318	0.0718	HIST1H3C
6695.56	-0.79	0.37	-2.15	0.0319	0.0718	PLXNC1
8635.58	-0.62	0.29	-2.15	0.0319	0.0719	SRRM2
1376.66	0.6	0.28	2.14	0.032	0.072	TMED2
2988.12	0.53	0.25	2.14	0.032	0.0721	YME1L1
2641.21	1.08	0.5	2.14	0.0321	0.0723	ADA2
1604.65	0.66	0.31	2.14	0.0321	0.0723	NUP50
4103.16	-0.82	0.38	-2.14	0.0321	0.0723	CD55
7728.1	0.66	0.31	2.14	0.0322	0.0723	APLP2
200.42	1.1	0.51	2.14	0.0322	0.0724	HIST1H2AL
238.26	1.14	0.53	2.14	0.0322	0.0724	HIST2H3D
1107.09	0.96	0.45	2.14	0.0324	0.0727	DYNLT1
1705.4	0.62	0.29	2.14	0.0324	0.0727	PTPN11
1417.37	-0.64	0.3	-2.14	0.0324	0.0727	LINC02503
2453.47	-0.61	0.29	-2.14	0.0325	0.0729	RB1CC1
544.98	0.71	0.33	2.14	0.0326	0.0731	CAMLG
712.44	0.85	0.4	2.14	0.0327	0.0733	MBNL2
3962.41	0.79	0.37	2.13	0.0331	0.0741	ATP5F1B
1750.06	-1.05	0.49	-2.13	0.0331	0.0741	IER3
31.53	1.81	0.85	2.13	0.0333	0.0745	SNORD116-2
2294.78	0.72	0.34	2.13	0.0333	0.0745	PSMA3-AS1
2613	0.49	0.23	2.13	0.0334	0.0746	LPGAT1
494.24	1.61	0.76	2.13	0.0334	0.0746	UBA3
111.88	1.17	0.55	2.13	0.0334	0.0746	IGLV2-11
1611.01	0.91	0.43	2.13	0.0334	0.0746	APMAP
1579.16	0.94	0.44	2.13	0.0335	0.0747	TPP1
165.2	1.35	0.63	2.12	0.0338	0.0754	SCARNA8
1073.42	0.75	0.35	2.12	0.0338	0.0754	SQOR
34390.99	-0.82	0.39	-2.12	0.0338	0.0754	FTH1
167.99	1.16	0.55	2.12	0.0338	0.0754	ATP5PF
2945.44	1.18	0.56	2.12	0.034	0.0757	GNLY
1833.92	-0.95	0.45	-2.12	0.0344	0.0765	NFIL3
238.02	1.2	0.57	2.11	0.0345	0.0767	GUSBP9
617.83	0.65	0.31	2.11	0.0347	0.077	TXNDC12
1746.76	-0.83	0.39	-2.11	0.0349	0.0775	IDI1
372.45	0.82	0.39	2.11	0.0349	0.0775	PGLS
950.38	0.85	0.41	2.11	0.0352	0.078	PCMTD2
4085.2	0.68	0.33	2.1	0.0353	0.0782	CYFIP2
1754.77	0.64	0.3	2.1	0.0354	0.0783	ZNF655
979.16	1	0.48	2.1	0.0356	0.0788	METTL7A
95.15	1.35	0.64	2.1	0.0356	0.0788	SNHG19
213.89	1.01	0.48	2.09	0.0364	0.0803	SRP19
738.17	-0.82	0.39	-2.09	0.0364	0.0804	PPP1R10
20139.23	0.87	0.41	2.09	0.0366	0.0807	SNORA63
1251.39	0.59	0.28	2.09	0.0366	0.0807	VAMP3
3956.85	0.79	0.38	2.09	0.0366	0.0807	BIRC3
797.49	0.77	0.37	2.09	0.0366	0.0807	TMED7
959.94	0.64	0.31	2.09	0.0367	0.0807	PPP6C
484	0.86	0.41	2.09	0.037	0.0815	KXD1
1329.49	0.71	0.34	2.08	0.0373	0.0821	GPI
561.21	0.97	0.47	2.08	0.0375	0.0824	SEC23A
7836.22	0.69	0.33	2.08	0.0376	0.0825	SFPQ
2967.98	0.67	0.32	2.08	0.0377	0.0827	PLEKHA2
2176.6	-0.91	0.44	-2.08	0.0379	0.0832	FBXW7
1984.68	1.59	0.77	2.08	0.038	0.0833	DEFA3
903.82	0.68	0.33	2.08	0.038	0.0833	BROX
546.57	0.72	0.35	2.07	0.038	0.0834	SF3B6
64.15	1.49	0.72	2.07	0.0381	0.0835	SCARNA11
1205.2	-0.92	0.44	-2.07	0.0382	0.0837	DCUN1D1
454.27	0.89	0.43	2.07	0.0383	0.0838	REX1BD
661.45	0.86	0.42	2.07	0.0383	0.0839	RBBP7
1713.16	0.72	0.35	2.07	0.0384	0.0842	USP33
194530.98	0.58	0.28	2.07	0.0386	0.0845	RNU2-2P
3945.08	0.5	0.24	2.07	0.0387	0.0847	CMTM6
302.2	1.08	0.52	2.07	0.0388	0.0847	EXOSC9
155.06	0.98	0.48	2.06	0.039	0.0852	SCARNA20
2075.19	0.9	0.44	2.06	0.0397	0.0864	RN7SL3
124.29	1.23	0.6	2.06	0.0399	0.0868	SNHG25
4176.9	-0.81	0.39	-2.05	0.04	0.087	RAB11FIP1
1701.64	0.58	0.28	2.05	0.0401	0.0873	ANXA7
163.17	1.09	0.53	2.05	0.0401	0.0873	TERC
1455.21	0.6	0.29	2.05	0.0404	0.0878	LEMD3
1059.07	0.66	0.32	2.05	0.0404	0.0879	IRF2
1503.15	0.87	0.43	2.05	0.0405	0.088	YPEL2
3068.75	-0.74	0.36	-2.05	0.0407	0.0883	PPP1CB
9241.08	0.48	0.24	2.04	0.041	0.089	STK4
2464.66	-0.85	0.42	-2.04	0.0413	0.0893	APOBEC3A
5111.52	-0.76	0.37	-2.04	0.0413	0.0894	FOSL2
2429.56	0.76	0.37	2.04	0.0413	0.0894	PCGF5
984.86	1.03	0.51	2.04	0.0416	0.0899	AC245014.3
370.28	0.96	0.47	2.04	0.0416	0.09	STOML2
838.67	1.03	0.51	2.04	0.0418	0.0902	MT-ND6
1361.13	0.78	0.38	2.03	0.0419	0.0903	GPR183
557.47	1.01	0.5	2.03	0.0419	0.0904	CD24
488.51	0.79	0.39	2.03	0.042	0.0906	TTC1
34037.29	-0.59	0.29	-2.03	0.0421	0.0907	SOD2
934.34	0.61	0.3	2.03	0.0422	0.0907	SRSF9
504.58	0.82	0.4	2.03	0.0423	0.0909	C6orf120
841.68	-1.35	0.66	-2.03	0.0425	0.0913	CHPT1
3136.38	-1.34	0.66	-2.03	0.0425	0.0913	SIAH2
133.85	1.06	0.52	2.03	0.0425	0.0913	ZNF721
907.71	0.94	0.47	2.03	0.0426	0.0914	HVCN1
1613.07	0.58	0.29	2.03	0.0426	0.0915	SEC22B
318.14	0.87	0.43	2.03	0.0427	0.0916	RNF181
8217.45	0.79	0.39	2.02	0.0429	0.0919	HLA-DRB1
3648.51	-1.22	0.6	-2.02	0.0432	0.0926	C9orf78
571.79	0.6	0.3	2.02	0.0434	0.0929	ZNRF2
181.2	1.3	0.64	2.02	0.0438	0.0937	IGHV3-21
2736.37	0.52	0.26	2.02	0.0438	0.0937	PSD4
2078.95	-1.47	0.73	-2.01	0.0442	0.0944	PTGS2
1874.46	-0.53	0.27	-2.01	0.0443	0.0945	HCG23
416.66	0.82	0.41	2.01	0.0444	0.0947	CHMP5
11272.47	-0.55	0.27	-2.01	0.0445	0.0948	IRF1
387.95	0.85	0.42	2.01	0.0448	0.0954	FRG1
